鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
萬里區,房地(土地+建物),新北市萬里區新墾丁路31~60號,20.45,住,,,1081126,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890414,50.61,1,1,1,有,有,1250000,24699,,0.0,0,,RPUOMLOLKIOFFDF88CA
汐止區,房地(土地+建物),新北市汐止區工建路91~120號,13.84,住,,,1081116,土地3建物1車位0,十八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860502,106.97,3,2,2,有,有,9300000,86940,,0.0,0,含增建或未登記建物。;,RPUOMLTKKIOFFDF66CA
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段20巷31~60號,18.56,住,,,1081016,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830819,128.09,3,2,2,有,有,8900000,69482,坡道平面,0.0,0,,RPVPMLPKJHPFFBF78CA
新莊區,房地(土地+建物),新北市新莊區新北大道七段391~420號,10.84,住,,,1081104,土地2建物1車位0,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,121.11,3,2,3,有,有,9800000,80918,,0.0,0,含增建或未登記建物。;,RPPWMLRKJHPFFBF09CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段1~30號,21.74,商,,,1081010,土地1建物1車位1,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,209.84,3,2,2,有,有,15750000,75057,坡道平面,39.18,0,,RPQPMLPLKIOFFBF48CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段361~390號,17.28,商,,,1081101,土地2建物1車位1,十六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,163.07999999999998,3,2,2,有,有,12000000,73584,坡道平面,34.38,0,親友、員工或其他特殊關係間之交易。;,RPUQMLPLKIOFFBF98CA
土城區,房地(土地+建物)+車位,新北市土城區立德路91~120號,5.56,其他,,,1081122,土地2建物1車位1,十六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871123,110.37,3,2,1,有,有,10400000,114485,坡道機械,30.01,1200000,,RPQPMLRJJHPFFAF28CA
板橋區,房地(土地+建物),新北市板橋區南雅南路二段31~60號,15.11,住,,,1081130,土地3建物1車位0,十二層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960629,124.92,3,2,2,有,無,18000000,144092,,0.0,0,,RPTUMLQLKIOFFAF66CA
土城區,房地(土地+建物)+車位,新北市土城區中央路四段271~300號,17.24,住,,,1081116,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950817,167.1,3,2,2,有,有,12650000,75703,坡道平面,34.26,0,含增建或未登記建物。;,RPSNMLTKKIOFFAF68CA
土城區,房地(土地+建物),新北市土城區學士路12巷1~30號,10.9,住,,,1081116,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860526,85.13,2,2,1,有,有,9300000,109245,,0.0,0,含增建或未登記建物。;,RPOOMLKLKIOFFAF57CA
新莊區,房地(土地+建物)+車位,新北市新莊區中華路二段301~330號,15.97,住,,,1081125,土地1建物1車位1,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840608,144.43,3,2,2,有,有,11800000,81700,坡道平面,0.0,0,增建或占用範圍:陽台外推,RPXRMLNLKIOFFBF56CA
新莊區,房地(土地+建物),新北市新莊區中正路377巷1~30號,12.17,住,,,1081117,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911219,111.38,3,2,2,有,有,13500000,121207,,0.0,0,含增建或未登記建物。;,RPSPMLKLKIOFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區民富街91~120號,16.01,商,,,1081111,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960705,175.73000000000002,4,2,2,有,有,11450000,65157,坡道機械,25.34,0,含增建或未登記建物。;陽台外推、權利人等2人,RPTSMLQLKIOFFBF56CA
新店區,房地(土地+建物),新北市新店區環河路31~60號,15.58,其他,,,1081008,土地2建物1車位0,三十一層,34,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0880826,221.41000000000003,5,2,3,有,有,26000000,117429,,0.0,0,,RPPNMLLLKIOFFCF87CA
汐止區,房地(土地+建物),新北市汐止區大同路二段241~270號,8.1,住,,,1081202,土地1建物1車位0,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,101.0,3,2,2,有,有,9900000,98020,,0.0,0,,RPVOMLKLKIOFFDF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路四段230巷61~90號,19.48,住,,,1081201,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080118,137.3,2,2,2,有,有,8700000,63365,坡道平面,32.76,0,,RPVOMLTKKIOFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段121~150號,26.8,住,,,1081105,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,187.61,3,2,2,有,有,9980000,53195,坡道平面,30.04,0,,RPWOMLTKKIOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段121~150號,33.28,住,,,1081102,土地1建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,238.2,3,2,2,有,有,13980000,58690,坡道平面,55.96,0,,RPXOMLTKKIOFFEF07CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段91~120號,27.2,住,,,1081109,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,190.5,3,2,2,有,有,9680000,50814,坡道平面,25.92,0,,RPWPMLTKKIOFFEF07CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段121~150號,46.21,商,,,1081123,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040312,241.12,4,2,2,有,有,12500000,57881,坡道平面,47.62,1300000,,RPOQMLTKKIOFFEF98CA
八里區,房地(土地+建物)+車位,新北市八里區龍米路一段301~330號,24.82,住,,,1081106,土地1建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011119,324.77,3,2,2,有,有,34800000,107153,坡道平面,38.01,0,,RPVOMLNLKIOFFEF98CA
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路1~30號,55.4,住,,,1081008,土地1建物1車位1,六層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070207,236.14,4,2,2,有,無,21270000,101346,坡道平面,43.04,1700000,,RPRQMLKLKIOFFEF48CA
八里區,房地(土地+建物),新北市八里區中華路二段541~570號,13.9,住,,,1081129,土地1建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840715,126.07999999999998,3,2,2,有,有,5500000,43623,,0.0,0,,RPPNMLMLKIOFFEF18CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段121~150號,29.64,住,,,1081126,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,204.35000000000002,4,2,2,有,有,12750000,62393,坡道平面,31.45,0,,RPTNMLKLKIOFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段1~30號,26.26,住,,,1081009,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227,170.59,3,2,2,有,有,10600000,65682,坡道平面,29.76,1350000,,RPUQMLNLKIOFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段31~60號,18.02,住,,,1081106,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227,127.58,2,2,1,有,有,6660000,53261,坡道平面,29.76,1450000,,RPXQMLNLKIOFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路50巷61~90號,48.82,住,,,1080808,土地1建物1車位2,十層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060602,246.75,3,2,2,有,有,23000000,111541,坡道平面,68.34,3100000,,RPUNMLLMKIOFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路50巷61~90號,48.82,住,,,1081125,土地1建物1車位2,十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060602,246.75,3,2,2,有,有,29500000,145732,坡道平面,68.34,3500000,1.地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由不動產經紀業或權利人自行提供屬實2.總價含裝潢,RPWNMLLMKIOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新春街121~150號,24.29,住,,,1081203,土地2建物1車位1,八層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,161.71,3,2,2,有,有,10500000,64931,坡道平面,31.83,0,,RPRQMLKMKIOFFEF58CA
三重區,房地(土地+建物)+車位,新北市三重區自強路五段61~90號,22.7,住,,,1081115,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961122,150.31,2,2,2,有,有,16000000,106447,坡道平面,31.39,0,,RPRNMLKLKIOFFGF38CA
蘆洲區,房地(土地+建物),新北市蘆洲區環堤大道31~60號,8.24,住,,,1081125,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880727,66.26,1,1,1,有,有,6860000,103532,,0.0,0,,RPQNMLLLKIOFFGF38CA
三重區,房地(土地+建物)+車位,新北市三重區集英路91~120號,19.39,商,,,1081124,土地1建物1車位1,十四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040702,176.59,3,2,2,有,有,23000000,130245,坡道平面,29.99,0,,RPPOMLKMKIOFFGF38CA
三重區,房地(土地+建物),新北市三重區忠孝路三段84巷1~30號,15.07,住,,,1081117,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021119,99.62,2,2,1,有,有,11600000,116442,,0.0,0,,RPQQMLRLKIOFFGF66CA
中和區,房地(土地+建物)+車位,新北市中和區景新街541~570號,22.39,住,,,1081127,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,167.64,3,2,2,有,有,15880000,94727,坡道平面,0.0,0,含增建或未登記建物。;,RPXNMLKLKIOFFHF09CA
中和區,房地(土地+建物),新北市中和區中正路751~780號,9.51,住,,,1081023,土地2建物1車位0,十九層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850919,125.88,3,2,2,有,有,12230000,97156,,0.0,0,含增建或未登記建物。;,RPOOMLKLKIOFFHF28CA
樹林區,房地(土地+建物),新北市樹林區佳園路三段511~540號,10.38,住,,,1081129,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970125,66.28999999999999,1,1,1,有,有,6350000,95791,,0.0,0,,RPVOMLQLKIOFFIF07CA
三峽區,房地(土地+建物)+車位,新北市三峽區中華路11巷1~30號,12.54,商,,,1081118,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970711,143.84,3,2,2,有,有,10880000,75640,坡道平面,17.15,0,,RPWOMLTKKIOFFIF37CA
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段91~120號,10.54,住,,,1081118,土地1建物1車位1,十八層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,186.31,4,2,2,有,有,25100000,152837,坡道平面,38.44,2500000,含增建或未登記建物。;土地價款為新台幣1660萬元整;建物價款為新台幣850萬元整,RPWQMLNLKIOFFAF98DA
新店區,房地(土地+建物),新北市新店區中正路481~510號,9.46,其他,,,1081109,土地2建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880406,102.03,3,2,2,有,有,12000000,117612,,0.0,0,含增建或未登記建物。,RPSNMLSLKIOFFCF98DA
新莊區,房地(土地+建物),新北市新莊區青山路一段31~60號,10.51,住,,,1081122,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940906,92.38,2,1,1,有,有,7200000,77939,,0.0,0,含增建或未登記建物。,RPQOMLMLKIOFFBF18DA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段331~360號,15.75,住,,,1081105,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980817,117.06,2,2,1,有,有,6660000,61560,坡道平面,29.99,1300000,含增建或未登記建物。,RPVPMLKLKIOFFEF88DA
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街110巷97弄1~30號,30.25,,山坡地保育區,丙種建築用地,1081113,土地8建物1車位1,二十三層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,115.7,2,2,1,有,有,8600000,88952,坡道機械,24.63,500000,,RPUQMLRJJHPFFDF56DA
淡水區,房地(土地+建物)+車位,新北市淡水區新春街121~150號,22.89,住,,,1081111,土地2建物1車位1,二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,157.4,3,2,2,有,有,9700000,63077,坡道平面,24.23,1300000,,RPQOMLPLKIOFFEF78DA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段151~180號,20.57,住,,,1081121,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970609,150.32,3,2,2,有,有,8300000,57832,坡道平面,27.55,1200000,,RPROMLPLKIOFFEF88DA
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段91~120號,20.85,住,,,1081110,土地1建物1車位1,二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900302,152.0,3,2,2,有,有,11200000,83480,坡道機械,27.42,800000,含增建或未登記建物。權利人二人,RPWOMLLMKIOFFEF09DA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段101巷16弄31~60號,20.83,住,,,1081026,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980406,147.87,3,2,2,有,有,8180000,59940,坡道平面,31.42,1200000,含增建或未登記建物。,RPQNMLLLKIOFFEF28DA
三重區,房地(土地+建物)+車位,新北市三重區環河南路91~120號,14.49,住,,,1080923,土地4建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900119,127.57000000000001,3,2,2,有,有,14860000,120339,坡道機械,16.55,1500000,含增建或未登記建物。,RPUQMLPLKIOFFGF96DA
三重區,房地(土地+建物)+車位,新北市三重區重新路四段241~270號,9.32,商,,,1081102,土地4建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850611,109.74,3,2,2,有,有,13000000,118462,坡道機械,0.0,1300000,含增建或未登記建物。,RPOQMLLMKIOFFGF68DA
三重區,房地(土地+建物)+車位,新北市三重區重新路四段41巷1~30號,12.14,商,,,1081110,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,134.71,3,2,2,有,有,14850000,110237,坡道機械,0.0,1200000,含增建或未登記建物。;,RPSPMLLMKIOFFGF98DA
蘆洲區,房地(土地+建物),新北市蘆洲區光華路110巷1~30號,12.32,住,,,1081107,土地1建物1車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820116,94.34,3,2,2,有,有,9850000,104410,,0.0,0,含增建或未登記建物。,RPTPMLLMKIOFFGF09DA
三峽區,房地(土地+建物),新北市三峽區大智路31~60號,13.51,住,,,1081124,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950123,89.09,2,2,1,有,有,6500000,72960,,0.0,0,含增建或未登記建物。,RPPNMLMLKIOFFIF68DA
永和區,房地(土地+建物),新北市永和區福和路151~180號,12.43,商,,,1081108,土地2建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840125,140.35,3,2,2,有,有,19500000,138938,,0.0,0,含增建或未登記建物。,RPSNMLSLKIOFFHF86DA
三峽區,房地(土地+建物)+車位,新北市三峽區大義路211~240號,14.86,商,,,1081112,土地1建物1車位1,十六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970807,177.84,3,2,2,有,有,15180000,96508,坡道平面,36.09,1500000,含增建或未登記建物。;權利人共2人。土地價款為新台幣867萬元整；建物價款為新台幣651萬元整。,RPXOMLNLKIOFFIF07DA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路一段571~600號,17.21,住,,,1081122,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,129.45,2,2,1,有,有,7900000,72005,坡道平面,37.79,1300000,,RPSRMLNLKIOFFEF09DA
新店區,房地(土地+建物),新北市新店區中興路三段121~150號,9.03,住,,,1081111,土地1建物1車位0,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810502,123.55000000000001,2,2,2,有,有,20380000,164953,,0.0,0,含增建或未登記建物。兩人共有。,RPPNMLPJJHPFFCF08DA
新莊區,房地(土地+建物),新北市新莊區新北大道七段331~360號,5.15,住,,,1080929,土地2建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,56.25,3,1,1,有,有,5490000,97600,,0.0,0,含增建或未登記建物。,RPTTMLNLKIOFFBF09DA
新店區,房地(土地+建物)+車位,新北市新店區中央路151~180號,28.68,其他,,,1081118,土地3建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,174.1,2,2,2,有,有,26250000,160332,坡道平面,25.97,2500000,,RPUPMLKMKIOFFCF68DA
板橋區,房地(土地+建物),新北市板橋區莊敬路151~180號,16.24,住,,,1081129,土地1建物1車位0,六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860802,104.92,3,2,1,有,有,18600000,177278,,0.0,0,,RPUQMLPLKIOFFAF98DA
板橋區,房地(土地+建物),新北市板橋區四川路一段61~90號,3.31,商,,,1081202,土地1建物1車位0,十層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030116,51.61,0,0,0,無,有,8300000,160822,,0.0,0,,RPOOMLNLKIOFFAF97DA
板橋區,房地(土地+建物),新北市板橋區縣民大道一段181~210號,6.83,商,,,1081125,土地2建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970808,86.34,3,2,1,有,有,15600000,180681,,0.0,0,,RPQNMLMLKIOFFAF97DA
中和區,房地(土地+建物)+車位,新北市中和區成功路121~150號,6.02,住,,,1081117,土地1建物1車位1,十六層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860322,119.79,2,2,1,有,有,13180000,110026,坡道機械,0.0,1200000,含增建或未登記建物。;,RPUNMLOLKIOFFHF56CA
蘆洲區,建物,新北市蘆洲區水湳街361~390號,0.0,,,,1081206,土地0建物1車位3,四層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040316,548.6500000000001,3,2,4,有,無,28960000,58076,坡道平面,79.44,1710000,建商與地主合建案,RPVNMLRLKIOFFGF86CA
