鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
三重區,房地(土地+建物)+車位,新北市三重區中正南路211~240號,16.69,住,,,1081121,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020822,140.0,3,2,2,有,有,17500000,125000,坡道機械,16.0,0,,RPWPMLQLKIOFFGF07CA
蘆洲區,房地(土地+建物),新北市蘆洲區民權路1~30號,7.77,其他,,,1081126,土地4建物2車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910104,98.95,3,2,2,有,無,9000000,90955,,0.0,0,,RPQOMLSJJHPFFGF88CA
三重區,房地(土地+建物)+車位,新北市三重區集英路1~30號,24.62,住,,,1081102,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001027,167.11,3,2,2,有,有,17560000,105080,坡道平面,44.45,0,,RPTQMLQKKIOFFGF76CA
蘆洲區,房地(土地+建物),新北市蘆洲區民族路241~270號,16.15,住,,,1081112,土地1建物1車位0,六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821224,121.51,3,2,2,有,有,11450000,94231,,0.0,0,,RPRPMLQKKIOFFGF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷61~90號,24.86,住,,,1080712,土地1建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,192.85,3,2,2,有,有,15980000,87668,坡道平面,26.54,1400000,,RPOSMLNLKIOFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷61~90號,22.86,住,,,1081101,土地1建物1車位1,七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,177.52999999999997,3,2,2,有,有,13900000,83449,坡道平面,26.54,1300000,,RPPSMLNLKIOFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段211~240號,30.07,住,,,1081025,土地1建物1車位1,十八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,220.71,4,2,2,有,有,13200000,59807,坡道平面,29.2,0,,RPSOMLNLKIOFFEF68CA
八里區,房地(土地+建物),新北市八里區龍米路一段181~210號,9.85,住,,,1081203,土地1建物2車位0,十六層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960525,121.67000000000002,3,2,2,有,有,10000000,82190,,0.0,0,2戶打通,RPPNMLPLKIOFFEF48CA
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路一段151~180號,7.69,商,,,1080930,土地1建物1車位1,九層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890523,172.45,3,2,2,有,有,16300000,94520,坡道平面,0.0,0,含增建或未登記建物。;,RPROMLRJJHPFFDF58CA
汐止區,房地(土地+建物),新北市汐止區康寧街601~630號,17.55,其他,,,1081115,土地2建物1車位0,二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851211,105.61,3,2,2,有,有,9500000,89954,,0.0,0,,RPPOMLOLKIOFFDF38CA
汐止區,房地(土地+建物),新北市汐止區福德二路19巷10弄1~30號,13.1,住,,,1081117,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840316,130.73000000000002,2,2,2,有,有,10500000,80318,,0.0,0,,RPVNMLNLKIOFFDF78CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路61~90號,16.59,住,,,1081118,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950113,121.37,3,2,2,有,有,12650000,104227,坡道平面,15.37,0,含增建或未登記建物。;,RPSOMLNLKIOFFDF58CA
新店區,房地(土地+建物)+車位,新北市新店區中正路700巷1~30號,27.35,住,,,1081114,土地1建物1車位1,一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890225,163.01,3,2,2,有,有,15000000,92019,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLSKKIOFFCF98CA
新店區,房地(土地+建物)+車位,新北市新店區中央路151~180號,33.3,其他,,,1081110,土地3建物1車位1,九層,26,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,196.33999999999997,2,2,2,有,有,30660000,156158,坡道平面,25.97,0,,RPSNMLRKKIOFFCF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區南雅南路一段1~30號,8.87,商,,,1081117,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010308,123.94,2,2,1,有,有,16150000,130305,坡道平面,32.71,0,含增建或未登記建物。;,RPVPMLSKKIOFFAF09CA
板橋區,房地(土地+建物),新北市板橋區莊敬路181~210號,7.35,住,,,1081115,土地2建物1車位0,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860526,86.68,2,2,1,有,有,13160000,151823,,0.0,0,,RPSNMLSKKIOFFAF58CA
板橋區,房地(土地+建物),新北市板橋區文化路二段361~390號,6.02,住,,,1081118,土地1建物1車位0,四層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990209,67.94,1,2,1,有,有,13000000,191345,,0.0,0,,RPTNMLSKKIOFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區區運路91~120號,19.4,其他,,,1081126,土地1建物1車位2,十一層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980115,323.53,4,1,3,有,有,55000000,170000,坡道平面,52.08,0,親友、員工或其他特殊關係間之交易。;,RPTUMLPLKIOFFAF56CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段249巷61~90號,24.42,住,,,1081117,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,165.23000000000002,3,2,2,有,有,12150000,73534,坡道平面,0.0,0,,RPWNMLKLKIOFFBF38CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段447巷31~60號,17.67,住,,,1081016,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961023,137.91,3,2,2,有,有,10000000,72511,坡道平面,18.15,0,,RPTQMLQJJHPFFBF68CA
新店區,房地(土地+建物)+車位,新北市新店區中央路181~210號,41.63,其他,,,1081031,土地3建物1車位1,二十層,28,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,244.91000000000003,1,2,1,有,有,35360000,154078,坡道平面,32.29,2600000,,RPPNMLSKKIOFFCF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段121~150號,16.57,住,,,1030419,土地1建物1車位1,二十一層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,112.7,2,1,1,有,有,7680000,78450,坡道平面,30.1,1200000,,RPSOMLTKKIOFFEF56CA
淡水區,房地(土地+建物),新北市淡水區新春街121~150號,20.13,住,,,1081115,土地2建物1車位0,十七層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,105.81,2,1,2,有,有,7000000,66156,,0.0,0,,RPRPMLTKKIOFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,27.99,住,,,1031219,土地1建物1車位1,十八層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,172.87,3,2,2,有,有,15580000,100021,坡道平面,30.1,1300000,,RPUNMLKLKIOFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段31~60號,24.56,住,,,1081116,土地1建物1車位1,八層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,149.94,3,1,2,有,有,10380000,74954,坡道平面,26.13,1100000,,RPWNMLKLKIOFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段301~330號,8.71,商,,,1081121,土地1建物1車位1,十九層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,129.15,2,2,1,有,有,7500000,58072,坡道平面,30.46,0,,RPOPMLOLKIOFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段148巷50弄61~90號,48.74,住,,,1081118,土地1建物1車位2,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051025,193.73,3,2,2,有,有,7345000,37914,坡道平面,50.37,0,受債權債務影響或債務抵償之交易。;,RPQQMLTKKIOFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段211~240號,30.09,住,,,1081128,土地1建物1車位2,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060216,226.45999999999998,3,2,2,有,有,13050000,67677,坡道平面,66.14,2200000,,RPQNMLNLKIOFFEF38CA
中和區,房地(土地+建物)+車位,新北市中和區永貞路282巷1~30號,9.69,商,,,1081120,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911128,109.92,3,2,2,有,有,15800000,143741,升降機械,12.45,0,,RPXOMLSKKIOFFHF27CA
中和區,房地(土地+建物),新北市中和區景新街541~570號,16.05,住,,,1081128,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,126.58000000000001,3,2,2,有,有,14500000,114552,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPRMLRKKIOFFHF66CA
中和區,房地(土地+建物)+車位,新北市中和區南華路1~30號,16.06,住,,,1081118,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920128,122.11999999999999,2,2,1,有,有,16050000,131428,坡道平面,32.59,0,含增建或未登記建物。;,RPTNMLQLKIOFFHF66CA
三峽區,房地(土地+建物),新北市三峽區大義路181~210號,14.86,商,,,1081108,土地1建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970807,141.64,3,2,2,有,有,12600000,88958,,0.0,0,含增建或未登記建物。;,RPTPMLNLKIOFFIF66CA
三峽區,房地(土地+建物)+車位,新北市三峽區學成路91~120號,13.2,住,,,1081111,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960409,120.31,2,2,1,有,有,10200000,84781,坡道平面,32.81,0,,RPXPMLPLKIOFFIF27CA
三峽區,房地(土地+建物)+車位,新北市三峽區大同路181~210號,12.47,住,,,1081118,土地1建物1車位1,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841129,146.56,3,2,2,有,有,9000000,61408,坡道平面,21.16,0,,RPXNMLQLKIOFFIF17CA
板橋區,房地(土地+建物),新北市板橋區金門街1~30號,8.25,住,,,1081110,土地1建物1車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831223,86.74000000000001,3,2,1,有,有,7400000,85312,,0.0,0,含增建或未登記建物。;,RPUOMLRKKIOFFAF88DA
新莊區,房地(土地+建物)+車位,新北市新莊區自信街1~30號,20.26,住,,,1081031,土地1建物1車位1,十八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851024,201.45999999999998,4,2,2,有,有,14300000,81978,坡道平面,51.42,2000000,含增建或未登記建物。,RPXRMLTKKIOFFBF17DA
板橋區,房地(土地+建物)+車位,新北市板橋區四川路二段241~270號,21.06,住,,,1081110,土地1建物1車位2,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980810,258.03,5,2,2,有,有,26800000,124778,坡道平面,72.1,3600000,,RPVUMLRLKIOFFAF07DA
汐止區,房地(土地+建物),新北市汐止區大同路二段271~300號,7.56,住,,,1081111,土地1建物1車位0,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,85.04,3,2,1,有,有,8130000,95602,,0.0,0,含增建或未登記建物。,RPPNMLNLKIOFFDF28DA
汐止區,房地(土地+建物),新北市汐止區鄉長路一段31~60號,6.22,住,,,1081018,土地1建物1車位0,八層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860111,83.5,2,2,1,有,有,6600000,79042,,0.0,0,含增建或未登記建物。,RPUNMLMLKIOFFDF68DA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路一段361~390號,24.62,住,,,1081105,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960302,169.38,4,2,2,有,有,10400000,64677,坡道平面,28.68,1300000,含增建或未登記建物。,RPUPMLKLKIOFFEF78DA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段211~240號,30.07,住,,,1081104,土地1建物1車位1,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,220.71,4,2,2,有,有,13200000,62660,坡道平面,29.2,1200000,含增建或未登記建物。權利人共二人。,RPORMLKLKIOFFEF38DA
中和區,房地(土地+建物),新北市中和區連勝街91~120號,16.42,住,,,1081124,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940819,113.0,3,2,2,有,有,15380000,136106,,0.0,0,含增建或未登記建物。,RPRSMLRKKIOFFHF07DA
三峽區,房地(土地+建物)+車位,新北市三峽區學成路61~90號,27.09,住,,,1081020,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960409,213.48000000000002,3,2,2,有,有,18330000,95466,坡道平面,36.14,1400000,含增建或未登記建物。,RPUOMLKLKIOFFIF09DA
三峽區,房地(土地+建物),新北市三峽區大觀路331~360號,9.24,住,,,1081112,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950127,70.12,2,0,2,有,有,6150000,87707,,0.0,0,,RPSOMLNLKIOFFIF56DA
新店區,房地(土地+建物)+車位,新北市新店區中興路二段121~150號,15.73,住,,,1081206,土地1建物1車位1,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980612,186.84,3,2,2,有,有,23000000,137269,坡道平面,31.67,1700000,,RPUNMLNLKIOFFCF78EA
新莊區,房地(土地+建物),新北市新莊區中正路361~390號,10.6,住,,,1081209,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951205,79.11,2,2,1,有,有,9600000,121350,,0.0,0,,RPWOMLKMKIOFFBF78EA
五股區,房地(土地+建物)+車位,新北市五股區成泰路四段1~30號,28.54,住,,,1081018,土地3建物1車位2,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850129,214.38,3,2,2,有,有,12200000,56908,坡道機械,0.0,0,陽台外推,RPPRMLRKKIOFFBF88EA
新店區,房地(土地+建物),新北市新店區中正路418巷1~30號,11.19,住,,,1081203,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851223,124.2,3,2,2,有,有,14000000,112721,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLPLKIOFFCF68EA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段271~300號,8.07,商,,,1081130,土地1建物1車位1,二十一層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,122.69,2,1,1,有,有,6800000,55424,坡道平面,30.46,0,,RPOSMLRKJHPFFEF09EA
八里區,房地(土地+建物)+車位,新北市八里區四維街1~30號,17.83,商,,,1081128,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060929,135.69,2,2,1,有,有,7600000,56010,坡道平面,28.79,0,有一個機車位,RPPSMLRKJHPFFEF56EA
三峽區,房地(土地+建物)+車位,新北市三峽區大義路181~210號,14.86,商,,,1081030,土地1建物1車位1,五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970807,174.52,3,2,2,有,有,14380000,91641,坡道平面,32.88,1400000,含增建或未登記建物。成交價拆為土地935萬，建物503萬,RPQPMLPLKIOFFIF66DA
中和區,房地(土地+建物)+車位,新北市中和區永和路90巷1~30號,31.9,住,,,1081123,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871021,154.6,4,2,2,有,有,17880000,124093,坡道機械,20.99,1300000,"含增建或未登記建物,權利人共二人",RPVOMLTKKIOFFHF27DA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區重陽一街31~60號,15.67,住,,,1081126,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,122.43,2,2,1,有,有,12500000,102099,坡道平面,0.0,2000000,含增建或未登記建物。,RPPRMLRLKIOFFGF76DA
三重區,房地(土地+建物)+車位,新北市三重區重新路三段1~30號,23.5,商,,,1081126,土地2建物1車位2,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040617,301.26,0,2,0,有,有,42000000,162162,坡道平面,79.26,6000000,,RPSOMLTKKIOFFGF86DA
淡水區,房地(土地+建物)+車位,新北市淡水區民權路187巷1~30號,21.7,住,,,1081118,土地1建物1車位1,四層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080211,184.36,3,2,2,有,有,18450000,110723,坡道平面,32.63,1650000,,RPXNMLQJJHPFFEF56DA
淡水區,房地(土地+建物)+車位,新北市淡水區興福寮88巷91~120號,48.9,,山坡地保育區,丙種建築用地,1081109,土地4建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890418,113.22,2,2,1,有,有,5000000,47663,坡道平面,27.2,900000,,RPROMLNLKIOFFEF68DA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷91~120號,26.73,住,,,1081108,土地1建物1車位1,十八層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,191.76,3,2,2,有,有,13250000,76978,坡道平面,36.52,1300000,,RPXPMLSKKIOFFEF17DA
汐止區,房地(土地+建物),新北市汐止區建成路37巷1~30號,12.15,其他,,,1081118,土地4建物1車位0,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871204,107.05,3,2,2,有,有,9700000,90612,,0.0,0,,RPWNMLMLKIOFFDF88DA
汐止區,房地(土地+建物),新北市汐止區仁愛路201巷1~30號,14.84,住,,,1081111,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891212,129.61,3,2,2,有,有,11550000,89113,,0.0,0,含增建或未登記建物。,RPTOMLPLKIOFFDF98DA
泰山區,房地(土地+建物)+車位,新北市泰山區仁愛路61~90號,11.42,商,,,1081110,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920304,132.98000000000002,3,2,2,有,有,12000000,90239,坡道平面,0.0,1500000,含增建或未登記建物。,RPUNMLNLKIOFFBF58DA
新店區,房地(土地+建物),新北市新店區環河路31~60號,4.55,其他,,,1081117,土地2建物1車位0,八層,34,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0880826,65.2,2,1,1,有,有,10100000,154908,,0.0,0,含增建或未登記建物。;,RPRNMLSLKIOFFCF88DA
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路91~120號,19.84,住,,,1081112,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950915,168.65,3,2,2,有,有,15230000,100974,坡道平面,35.15,1750000,含增建或未登記建物。,RPTOMLKLKIOFFBF28DA
板橋區,房地(土地+建物),新北市板橋區長江路二段31~60號,2.13,住,,,1081123,土地1建物1車位0,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870622,36.34,0,0,0,無,有,4950000,136214,,0.0,0,含增建或未登記建物。,RPXRMLRLKIOFFAF96DA
土城區,房地(土地+建物),新北市土城區學士路12巷1~30號,20.83,住,,,1081120,土地1建物1車位0,二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831213,129.14000000000001,3,1,1,有,無,3548282,27476,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLPLKIOFFAF58DA
土城區,房地(土地+建物)+車位,新北市土城區福安街61~90號,14.82,住,,,1081018,土地2建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921126,122.72,3,2,2,有,有,10200000,83116,坡道平面,0.0,1300000,含增建或未登記建物。成交總價拆土地730萬，建物290萬。,RPTQMLKLKIOFFAF38DA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路481~510號,35.41,住,,,1081125,土地1建物1車位1,八層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960929,262.09000000000003,4,2,2,有,有,24000000,91572,坡道平面,34.1,0,,RPPNMLKLKIOFFIF38CA
三峽區,房地(土地+建物),新北市三峽區三樹路211~240號,13.64,住,,,1081103,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931201,92.49000000000001,3,2,1,有,有,7870000,85090,,0.0,0,,RPQNMLKLKIOFFIF48CA
三峽區,房地(土地+建物),新北市三峽區中山路184巷1弄1~30號,13.58,商,,,1081021,土地2建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801119,137.07999999999998,3,2,2,有,有,5200000,37934,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLKLKIOFFIF48CA
中和區,房地(土地+建物),新北市中和區連勝街1~30號,14.7,住,,,1081112,土地5建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891115,119.52000000000001,2,1,1,有,有,13580000,113621,,0.0,0,,RPOOMLSJJHPFFHF78CA
中和區,房地(土地+建物),新北市中和區景新街541~570號,9.94,住,,,1081124,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,57.89999999999999,1,1,1,有,有,7970000,137651,,0.0,0,,RPTQMLMJJHPFFHF88CA
三重區,房地(土地+建物)+車位,新北市三重區捷運路31~60號,24.39,住,,,1081107,土地2建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920808,209.31,4,2,2,有,有,8400000,40132,坡道平面,28.02,0,親友、員工或其他特殊關係間之交易。;,RPPTMLNLKIOFFGF09CA
三重區,房地(土地+建物),新北市三重區環河北路三段511~540號,15.33,住,,,1081123,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980121,105.53999999999999,2,2,1,有,有,12000000,113701,,0.0,0,,RPRNMLSLKIOFFGF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段121~150號,21.82,住,,,1041001,土地1建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.73000000000002,3,1,2,有,有,9820000,71172,坡道平面,25.02,1300000,,RPVRMLKKJHPFFEF78CA
淡水區,房地(土地+建物),新北市淡水區新市一路一段1~30號,12.32,住,,,1081125,土地1建物1車位0,六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,86.00999999999999,2,1,2,有,有,5700000,66271,,0.0,0,含增建或未登記建物。;,RPWNMLTJJHPFFEF66CA
八里區,房地(土地+建物),新北市八里區商港路61~90號,25.61,住,,,1081125,土地1建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040306,139.37,3,2,2,有,有,8300000,59554,,0.0,0,,RPWQMLRKJHPFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段31~60號,15.0,住,,,1081109,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990105,112.43,2,1,1,有,有,6880000,61194,坡道平面,29.8,0,,RPSQMLKMKIOFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段361~390號,28.88,住,,,1081117,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980817,196.09,4,2,2,有,有,11000000,56097,坡道平面,29.98,0,,RPPNMLSLKIOFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段211~240號,8.12,商,,,1081115,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,123.30000000000001,2,2,1,有,有,8390000,75291,坡道平面,30.46,1400000,,RPWNMLNJJHPFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路50巷61~90號,47.91,住,,,1081107,土地1建物1車位1,十七層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060602,210.37,3,2,2,有,有,25290000,131233,坡道平面,29.47,1550000,1.地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由不動產經紀業或權利人自行提供屬實2.總價含裝潢3.權利人共2人,RPQOMLLMKIOFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路2巷1~30號,57.88,住,,,1081022,土地1建物1車位1,九層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1061213,227.45999999999998,3,2,2,有,有,24500000,121380,坡道平面,39.62,1700000,,RPQQMLKLKIOFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路121~150號,50.18,住,,,1081028,土地1建物1車位1,十四層，見其他登記事項,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880525,231.57,5,4,3,有,有,8250000,35626,坡道平面,46.4,0,夾層,RPSSMLQLKIOFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路38巷1~30號,12.96,住,,,1081119,土地1建物1車位1,十七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,140.94,3,2,1,有,有,10500000,74500,坡道平面,25.12,0,,RPQRMLNLKIOFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段61~90號,26.49,住,,,1081120,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031126,185.51999999999998,3,2,2,有,有,9550000,51477,坡道平面,32.84,0,,RPQNMLTKKIOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段1~30號,16.66,住,,,1081120,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126,126.15,2,2,1,有,有,8850000,70155,坡道平面,34.43,0,,RPRNMLTKKIOFFEF98CA
汐止區,房地(土地+建物),新北市汐止區樟樹二路241~270號,12.33,住,,,1081115,土地1建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890819,82.33,2,1,1,有,有,6250000,75914,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLOKJHPFFDF98CA
汐止區,房地(土地+建物),新北市汐止區建成路142巷19弄1~30號,8.6,商,,,1081119,土地1建物1車位0,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860423,86.49000000000001,3,2,2,有,有,8900000,102902,,0.0,0,,RPXNMLRLKIOFFDF76CA
汐止區,房地(土地+建物),新北市汐止區福德二路19巷1~30號,10.96,住,,,1081125,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840316,108.58,2,1,1,有,有,8900000,81967,,0.0,0,,RPWOMLKLKIOFFDF68CA
